team1,team2,toss_winner,toss_decision,winner,player_of_match,venue,city,team1_players,team2_players,season,match_number,match_type,result,result_margin,target_runs,target_overs,super_over
Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,CA Lynn,Sharjah Cricket Stadium,,"PA Patel, YV Takawale, V Kohli, Yuvraj Singh, AB de Villiers, JA Morkel, MA Starc, AB Dinda, YS Chahal, VR Aaron, M Muralitharan","JH Kallis, G Gambhir, MK Pandey, CA Lynn, YK Pathan, RV Uthappa, SA Yadav, R Vinay Kumar, SP Narine, M Morkel, UT Yadav",7,11,League,runs,2.0,151.0,20.0,N
Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Chennai Super Kings,MM Sharma,Dubai International Cricket Stadium,,"DR Smith, BB McCullum, SK Raina, F du Plessis, MS Dhoni, M Manhas, RA Jadeja, R Ashwin, BW Hilfenhaus, IC Pandey, MM Sharma","MEK Hussey, AP Tare, CJ Anderson, RG Sharma, KA Pollard, AT Rayudu, CM Gautam, Harbhajan Singh, Z Khan, PP Ojha, SL Malinga",7,13,League,wickets,7.0,142.0,20.0,N
Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,Rajasthan Royals,PV Tambe,Sheikh Zayed Stadium,Abu Dhabi,"AM Rahane, KK Nair, SV Samson, AM Nayar, SR Watson, STR Binny, SPD Smith, R Bhatia, KW Richardson, PV Tambe, TG Southee","PA Patel, YV Takawale, V Kohli, Yuvraj Singh, AB de Villiers, S Rana, JA Morkel, MA Starc, R Rampaul, AB Dinda, YS Chahal",7,14,League,wickets,6.0,71.0,20.0,N
Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,Kings XI Punjab,Sandeep Sharma,Sheikh Zayed Stadium,Abu Dhabi,"MK Pandey, JH Kallis, G Gambhir, CA Lynn, RV Uthappa, YK Pathan, SA Yadav, PP Chawla, SP Narine, UT Yadav, M Morkel","CA Pujara, V Sehwag, WP Saha, GJ Maxwell, DA Miller, GJ Bailey, R Dhawan, AR Patel, MG Johnson, L Balaji, Sandeep Sharma",7,15,League,runs,23.0,133.0,20.0,N
Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Chennai Super Kings,DR Smith,Sharjah Cricket Stadium,,"AJ Finch, S Dhawan, DA Warner, KL Rahul, Y Venugopal Rao, DJG Sammy, KV Sharma, DW Steyn, A Mishra, B Kumar, I Sharma","DR Smith, BB McCullum, SK Raina, MS Dhoni, F du Plessis, RA Jadeja, M Manhas, R Ashwin, BW Hilfenhaus, IC Pandey, MM Sharma",7,16,League,wickets,6.0,126.0,20.0,N
Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,field,Kings XI Punjab,Sandeep Sharma,Dubai International Cricket Stadium,,"CA Pujara, V Sehwag, WP Saha, GJ Maxwell, DA Miller, GJ Bailey, R Dhawan, MG Johnson, AR Patel, L Balaji, Sandeep Sharma","CH Gayle, PA Patel, V Kohli, YV Takawale, AB de Villiers, Yuvraj Singh, JA Morkel, MA Starc, VR Aaron, AB Dinda, YS Chahal",7,18,League,wickets,5.0,125.0,20.0,N
Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Sunrisers Hyderabad,B Kumar,Dubai International Cricket Stadium,,"BR Dunk, RG Sharma, CJ Anderson, AT Rayudu, KA Pollard, AP Tare, Harbhajan Singh, CM Gautam, Z Khan, PP Ojha, SL Malinga","AJ Finch, S Dhawan, KL Rahul, DA Warner, DJG Sammy, NV Ojha, IK Pathan, KV Sharma, DW Steyn, A Mishra, B Kumar",7,20,League,runs,15.0,173.0,20.0,N
Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Chennai Super Kings,RA Jadeja,JSCA International Stadium Complex,Ranchi,"DR Smith, BB McCullum, SK Raina, MS Dhoni, RA Jadeja, F du Plessis, M Manhas, R Ashwin, BW Hilfenhaus, IC Pandey, MM Sharma","RV Uthappa, G Gambhir, JH Kallis, MK Pandey, Shakib Al Hasan, SA Yadav, YK Pathan, AD Russell, PP Chawla, R Vinay Kumar, SP Narine",7,21,League,runs,34.0,149.0,17.0,N
Mumbai Indians,Kings XI Punjab,Kings XI Punjab,bat,Mumbai Indians,CJ Anderson,Wankhede Stadium,Mumbai,"BR Dunk, CM Gautam, AT Rayudu, RG Sharma, CJ Anderson, KA Pollard, AP Tare, Harbhajan Singh, JJ Bumrah, Z Khan, SL Malinga","CA Pujara, V Sehwag, WP Saha, GJ Maxwell, GJ Bailey, DA Miller, MG Johnson, R Dhawan, AR Patel, L Balaji, Sandeep Sharma",7,22,League,wickets,5.0,169.0,20.0,N
Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore,AB de Villiers,M Chinnaswamy Stadium,Bangalore,"CH Gayle, PA Patel, V Kohli, RR Rossouw, AB de Villiers, Yuvraj Singh, MA Starc, HV Patel, AB Dinda, VR Aaron, YS Chahal","AJ Finch, S Dhawan, KL Rahul, DA Warner, DJG Sammy, NV Ojha, IK Pathan, KV Sharma, DW Steyn, B Kumar, I Sharma",7,24,League,wickets,4.0,156.0,20.0,N
Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals,PV Tambe,"Sardar Patel Stadium, Motera",Ahmedabad,"AM Rahane, KK Nair, SV Samson, SR Watson, STR Binny, SPD Smith, JP Faulkner, R Bhatia, TG Southee, PV Tambe, R Tewatia","RV Uthappa, G Gambhir, AD Russell, MK Pandey, Shakib Al Hasan, YK Pathan, RN ten Doeschate, SA Yadav, R Vinay Kumar, SP Narine, UT Yadav",7,26,League,wickets,8.0,179.0,20.0,N
Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Mumbai Indians,RG Sharma,Wankhede Stadium,Mumbai,"BR Dunk, CM Gautam, AT Rayudu, RG Sharma, CJ Anderson, KA Pollard, AP Tare, Harbhajan Singh, JJ Bumrah, SL Malinga, P Suyal","CH Gayle, PA Patel, V Kohli, AB de Villiers, Yuvraj Singh, RR Rossouw, MA Starc, HV Patel, VR Aaron, AB Dinda, YS Chahal",7,27,League,runs,19.0,188.0,20.0,N
Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Kings XI Punjab,GJ Maxwell,Barabati Stadium,Cuttack,"V Sehwag, Mandeep Singh, GJ Maxwell, DA Miller, GJ Bailey, MG Johnson, WP Saha, R Dhawan, AR Patel, M Kartik, Sandeep Sharma","DR Smith, BB McCullum, SK Raina, RA Jadeja, F du Plessis, MS Dhoni, M Manhas, R Ashwin, BW Hilfenhaus, IC Pandey, MM Sharma",7,28,League,wickets,8.0,161.0,20.0,N
Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Sunrisers Hyderabad,B Kumar,"Sardar Patel Stadium, Motera",Ahmedabad,"AM Rahane, KK Nair, SV Samson, SR Watson, STR Binny, SPD Smith, R Bhatia, JP Faulkner, KW Richardson, DS Kulkarni, PV Tambe","S Dhawan, AJ Finch, KL Rahul, NV Ojha, DA Warner, MC Henriques, IK Pathan, KV Sharma, DW Steyn, A Mishra, B Kumar",7,30,League,runs,32.0,135.0,20.0,N
Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,field,Kings XI Punjab,Sandeep Sharma,M Chinnaswamy Stadium,Bangalore,"CH Gayle, PA Patel, V Kohli, S Rana, AB de Villiers, Yuvraj Singh, JA Morkel, MA Starc, HV Patel, VR Aaron, YS Chahal","V Sehwag, Mandeep Singh, GJ Maxwell, DA Miller, GJ Bailey, WP Saha, MG Johnson, AR Patel, Shivam Sharma, L Balaji, Sandeep Sharma",7,31,League,runs,32.0,199.0,20.0,N
Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,DR Smith,Wankhede Stadium,Mumbai,"LMP Simmons, CM Gautam, AT Rayudu, RG Sharma, KA Pollard, CJ Anderson, AP Tare, Harbhajan Singh, SL Malinga, JJ Bumrah, P Kumar","DR Smith, BB McCullum, SK Raina, F du Plessis, MS Dhoni, RA Jadeja, M Manhas, R Ashwin, IC Pandey, MM Sharma, S Badree",7,32,League,wickets,8.0,43.0,5.0,N
Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,Rajasthan Royals,JP Faulkner,M Chinnaswamy Stadium,Bangalore,"V Kohli, CH Gayle, VH Zol, AB de Villiers, Yuvraj Singh, JA Morkel, PA Patel, MA Starc, VR Aaron, YS Chahal, AB Dinda","AM Rahane, KK Nair, SR Watson, STR Binny, SV Samson, SPD Smith, JP Faulkner, R Bhatia, KW Richardson, PV Tambe, R Tewatia",7,34,League,wickets,9.0,150.0,20.0,N
Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,G Gambhir,Barabati Stadium,Cuttack,"V Sehwag, Mandeep Singh, WP Saha, GJ Maxwell, DA Miller, GJ Bailey, R Dhawan, MG Johnson, AR Patel, P Awana, Sandeep Sharma","RV Uthappa, G Gambhir, MK Pandey, JH Kallis, RN ten Doeschate, YK Pathan, SA Yadav, PP Chawla, M Morkel, UT Yadav, SP Narine",7,35,League,wickets,5.0,191.0,20.0,N
Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Mumbai Indians,AT Rayudu,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,"AJ Finch, S Dhawan, KL Rahul, DA Warner, NV Ojha, MC Henriques, IK Pathan, KV Sharma, DW Steyn, A Mishra, B Kumar","LMP Simmons, CM Gautam, AT Rayudu, RG Sharma, KA Pollard, CJ Anderson, AP Tare, Harbhajan Singh, SL Malinga, JJ Bumrah, PP Ojha",7,36,League,wickets,7.0,158.0,20.0,N
Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,RA Jadeja,JSCA International Stadium Complex,Ranchi,"DR Smith, BB McCullum, SK Raina, F du Plessis, R Ashwin, MS Dhoni, RA Jadeja, V Shankar, IC Pandey, MM Sharma, S Badree","Ankit Sharma, SR Watson, AM Rahane, KK Nair, STR Binny, SPD Smith, JP Faulkner, DH Yagnik, R Bhatia, KK Cooper, PV Tambe",7,38,League,runs,16.0,187.0,20.0,N
Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Kolkata Knight Riders,RV Uthappa,Barabati Stadium,Cuttack,"RV Uthappa, G Gambhir, MK Pandey, YK Pathan, Shakib Al Hasan, RN ten Doeschate, SA Yadav, PP Chawla, M Morkel, UT Yadav, SP Narine","LMP Simmons, CM Gautam, AT Rayudu, RG Sharma, CJ Anderson, KA Pollard, AP Tare, Harbhajan Singh, SL Malinga, JJ Bumrah, PP Ojha",7,39,League,wickets,6.0,206.0,20.0,N
Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,WP Saha,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,"AJ Finch, S Dhawan, NV Ojha, DA Warner, MC Henriques, IK Pathan, KV Sharma, KL Rahul, DW Steyn, A Mishra, B Kumar","V Sehwag, M Vohra, WP Saha, GJ Maxwell, DA Miller, GJ Bailey, AR Patel, MG Johnson, Shivam Sharma, R Dhawan, Sandeep Sharma",7,40,League,wickets,6.0,142.0,20.0,N
Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Royal Challengers Bangalore,AB de Villiers,JSCA International Stadium Complex,Ranchi,"DR Smith, BB McCullum, SK Raina, DJ Hussey, MS Dhoni, RA Jadeja, M Manhas, R Ashwin, IC Pandey, MM Sharma, S Badree","CH Gayle, PA Patel, V Kohli, AB de Villiers, Yuvraj Singh, S Rana, AN Ahmed, MA Starc, M Muralitharan, YS Chahal, VR Aaron",7,42,League,wickets,5.0,139.0,20.0,N
Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,UT Yadav,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,"AJ Finch, S Dhawan, NV Ojha, DA Warner, KL Rahul, IK Pathan, DJG Sammy, KV Sharma, DW Steyn, A Mishra, B Kumar","RV Uthappa, G Gambhir, MK Pandey, YK Pathan, RN ten Doeschate, Shakib Al Hasan, SA Yadav, PP Chawla, M Morkel, UT Yadav, SP Narine",7,43,League,wickets,7.0,143.0,20.0,N
Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,MEK Hussey,"Sardar Patel Stadium, Motera",Ahmedabad,"KK Nair, UBT Chand, SR Watson, SV Samson, KK Cooper, Ankit Sharma, STR Binny, BJ Hodge, JP Faulkner, R Bhatia, DS Kulkarni","MEK Hussey, LMP Simmons, KA Pollard, RG Sharma, AT Rayudu, AP Tare, Harbhajan Singh, JJ Bumrah, K Santokie, PP Ojha, S Gopal",7,44,League,runs,25.0,179.0,20.0,N
Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Kolkata Knight Riders,RV Uthappa,Eden Gardens,Kolkata,"RV Uthappa, G Gambhir, MK Pandey, Shakib Al Hasan, YK Pathan, RN ten Doeschate, SA Yadav, PP Chawla, PJ Cummins, UT Yadav, SP Narine","DR Smith, BB McCullum, SK Raina, F du Plessis, MS Dhoni, RA Jadeja, M Manhas, R Ashwin, IC Pandey, MM Sharma, BW Hilfenhaus",7,46,League,wickets,7.0,161.0,20.0,N
Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Sunrisers Hyderabad,DA Warner,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,"S Dhawan, DA Warner, NV Ojha, AJ Finch, DJG Sammy, Y Venugopal Rao, IK Pathan, KV Sharma, Parvez Rasool, DW Steyn, B Kumar","CH Gayle, PA Patel, V Kohli, Yuvraj Singh, AB de Villiers, S Rana, MA Starc, M Muralitharan, YS Chahal, AN Ahmed, VR Aaron",7,47,League,wickets,8.0,155.0,20.0,N
Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,LMP Simmons,"Punjab Cricket Association Stadium, Mohali",Chandigarh,"V Sehwag, M Vohra, SE Marsh, GJ Maxwell, GJ Bailey, WP Saha, AR Patel, R Dhawan, BE Hendricks, Shivam Sharma, Sandeep Sharma","LMP Simmons, MEK Hussey, AT Rayudu, RG Sharma, KA Pollard, AP Tare, JJ Bumrah, K Santokie, P Kumar, PP Ojha, S Gopal",7,48,League,wickets,7.0,157.0,20.0,N
Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kolkata Knight Riders,RV Uthappa,Eden Gardens,Kolkata,"RV Uthappa, G Gambhir, MK Pandey, YK Pathan, Shakib Al Hasan, RN ten Doeschate, SA Yadav, R Vinay Kumar, M Morkel, UT Yadav, SP Narine","CH Gayle, YV Takawale, V Kohli, Yuvraj Singh, AB de Villiers, S Rana, MA Starc, AN Ahmed, AB Dinda, YS Chahal, M Muralitharan",7,49,League,runs,30.0,196.0,20.0,N
Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,DA Warner,JSCA International Stadium Complex,Ranchi,"DR Smith, F du Plessis, SK Raina, DJ Hussey, MS Dhoni, RA Jadeja, M Manhas, R Ashwin, JW Hastings, MM Sharma, P Negi","DA Warner, S Dhawan, NV Ojha, AJ Finch, DJG Sammy, Y Venugopal Rao, IK Pathan, KV Sharma, Parvez Rasool, DW Steyn, B Kumar",7,50,League,wickets,6.0,186.0,20.0,N
Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Kings XI Punjab,SE Marsh,"Punjab Cricket Association Stadium, Mohali",Chandigarh,"V Sehwag, M Vohra, SE Marsh, WP Saha, DA Miller, GJ Bailey, AR Patel, R Dhawan, Karanveer Singh, BE Hendricks, L Balaji","AM Rahane, KK Nair, SV Samson, SR Watson, STR Binny, R Tewatia, BJ Hodge, JP Faulkner, KK Cooper, VS Malik, PV Tambe",7,51,League,runs,15.0,174.0,20.0,N
Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,MS Dhoni,M Chinnaswamy Stadium,Bangalore,"RR Rossouw, YV Takawale, VH Zol, V Kohli, Yuvraj Singh, AB de Villiers, S Rana, MA Starc, YS Chahal, R Rampaul, SB Jakati","DR Smith, F du Plessis, SK Raina, MS Dhoni, DJ Hussey, RA Jadeja, M Manhas, R Ashwin, MM Sharma, S Badree, A Nehra",7,53,League,wickets,8.0,155.0,20.0,N
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,Kolkata Knight Riders,YK Pathan,Eden Gardens,Kolkata,"RV Uthappa, G Gambhir, MK Pandey, YK Pathan, RN ten Doeschate, Shakib Al Hasan, SA Yadav, R Vinay Kumar, M Morkel, UT Yadav, SP Narine","DA Warner, S Dhawan, NV Ojha, Y Venugopal Rao, DJG Sammy, S Anirudha, JO Holder, KV Sharma, Parvez Rasool, DW Steyn, B Kumar",7,54,League,wickets,4.0,161.0,20.0,N
Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,Mumbai Indians,CJ Anderson,Wankhede Stadium,Mumbai,"LMP Simmons, MEK Hussey, CJ Anderson, KA Pollard, RG Sharma, AT Rayudu, AP Tare, Harbhajan Singh, S Gopal, PP Ojha, JJ Bumrah","SR Watson, SV Samson, KK Nair, BJ Hodge, JP Faulkner, KK Cooper, AM Rahane, AM Nayar, Ankit Sharma, PV Tambe, DS Kulkarni",7,56,League,wickets,5.0,190.0,20.0,N
Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,field,Kolkata Knight Riders,UT Yadav,Eden Gardens,Kolkata,"V Sehwag, M Vohra, WP Saha, GJ Maxwell, DA Miller, AR Patel, GJ Bailey, R Dhawan, MG Johnson, Karanveer Singh, P Awana","RV Uthappa, G Gambhir, MK Pandey, Shakib Al Hasan, YK Pathan, RN ten Doeschate, SA Yadav, PP Chawla, SP Narine, M Morkel, UT Yadav",7,57,Qualifier 1,runs,28.0,164.0,20.0,N
Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Chennai Super Kings,SK Raina,Brabourne Stadium,Mumbai,"DR Smith, F du Plessis, SK Raina, BB McCullum, DJ Hussey, MS Dhoni, RA Jadeja, R Ashwin, MM Sharma, IC Pandey, A Nehra","LMP Simmons, MEK Hussey, CJ Anderson, RG Sharma, KA Pollard, AT Rayudu, AP Tare, Harbhajan Singh, P Kumar, PP Ojha, JJ Bumrah",7,58,Eliminator,wickets,7.0,174.0,20.0,N
Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,field,Kings XI Punjab,V Sehwag,Wankhede Stadium,Mumbai,"DR Smith, F du Plessis, SK Raina, BB McCullum, RA Jadeja, DJ Hussey, MS Dhoni, R Ashwin, MM Sharma, IC Pandey, A Nehra","V Sehwag, M Vohra, GJ Maxwell, DA Miller, GJ Bailey, WP Saha, MG Johnson, AR Patel, Karanveer Singh, Sandeep Sharma, P Awana",7,59,Qualifier 2,runs,24.0,227.0,20.0,N
Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,Kolkata Knight Riders,MK Pandey,M Chinnaswamy Stadium,Bangalore,"RV Uthappa, G Gambhir, MK Pandey, YK Pathan, Shakib Al Hasan, RN ten Doeschate, SA Yadav, PP Chawla, SP Narine, M Morkel, UT Yadav","V Sehwag, M Vohra, GJ Bailey, WP Saha, GJ Maxwell, DA Miller, AR Patel, MG Johnson, L Balaji, Karanveer Singh, P Awana",7,60,Final,wickets,3.0,200.0,20.0,N
Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Kolkata Knight Riders,M Morkel,Eden Gardens,Kolkata,"RV Uthappa, G Gambhir, MK Pandey, SA Yadav, YK Pathan, Shakib Al Hasan, AD Russell, PP Chawla, SP Narine, UT Yadav, M Morkel","RG Sharma, AJ Finch, AP Tare, AT Rayudu, CJ Anderson, KA Pollard, Harbhajan Singh, SL Malinga, R Vinay Kumar, JJ Bumrah, PP Ojha",8,1,League,wickets,7.0,169.0,20.0,N
Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,Rajasthan Royals,JP Faulkner,Maharashtra Cricket Association Stadium,Pune,"V Sehwag, M Vijay, WP Saha, GJ Maxwell, AR Patel, DA Miller, GJ Bailey, MG Johnson, Anureet Singh, Karanveer Singh, Sandeep Sharma","AM Rahane, SV Samson, SPD Smith, KK Nair, STR Binny, DJ Hooda, JP Faulkner, CH Morris, TG Southee, DS Kulkarni, PV Tambe",8,3,League,runs,26.0,163.0,20.0,N
Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Chennai Super Kings,BB McCullum,"MA Chidambaram Stadium, Chepauk",Chennai,"DR Smith, BB McCullum, SK Raina, MS Dhoni, RA Jadeja, DJ Bravo, F du Plessis, R Ashwin, MM Sharma, IC Pandey, A Nehra","DA Warner, S Dhawan, KL Rahul, NV Ojha, RS Bopara, KS Williamson, KV Sharma, Parvez Rasool, B Kumar, I Sharma, TA Boult",8,4,League,runs,45.0,210.0,20.0,N
Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,CH Gayle,Eden Gardens,Kolkata,"RV Uthappa, G Gambhir, MK Pandey, SA Yadav, YK Pathan, AD Russell, Shakib Al Hasan, PP Chawla, SP Narine, KC Cariappa, M Morkel","CH Gayle, V Kohli, KD Karthik, Mandeep Singh, AB de Villiers, DJG Sammy, SA Abbott, HV Patel, AN Ahmed, YS Chahal, VR Aaron",8,5,League,wickets,3.0,178.0,20.0,N
Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,Kings XI Punjab,GJ Bailey,Wankhede Stadium,Mumbai,"RG Sharma, AJ Finch, AP Tare, AT Rayudu, CJ Anderson, KA Pollard, J Suchith, Harbhajan Singh, R Vinay Kumar, SL Malinga, P Suyal","M Vijay, V Sehwag, GJ Maxwell, DA Miller, GJ Bailey, R Dhawan, MG Johnson, WP Saha, AR Patel, Anureet Singh, Sandeep Sharma",8,6,League,wickets,3.0,185.0,20.0,N
Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,DA Warner,M Chinnaswamy Stadium,Bangalore,"CH Gayle, V Kohli, KD Karthik, AB de Villiers, Mandeep Singh, DJG Sammy, SA Abbott, HV Patel, AN Ahmed, VR Aaron, YS Chahal","DA Warner, S Dhawan, KS Williamson, KL Rahul, NV Ojha, RS Bopara, A Ashish Reddy, KV Sharma, P Kumar, B Kumar, TA Boult",8,8,League,wickets,8.0,167.0,20.0,N
Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,Rajasthan Royals,SPD Smith,"Sardar Patel Stadium, Motera",Ahmedabad,"AM Rahane, SV Samson, SPD Smith, DJ Hooda, JP Faulkner, KK Nair, STR Binny, CH Morris, TG Southee, DS Kulkarni, PV Tambe","AJ Finch, PA Patel, UBT Chand, RG Sharma, CJ Anderson, KA Pollard, J Suchith, S Gopal, SL Malinga, R Vinay Kumar, P Suyal",8,9,League,wickets,7.0,165.0,20.0,N
Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,AM Rahane,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,"DA Warner, S Dhawan, KL Rahul, NV Ojha, EJG Morgan, RS Bopara, A Ashish Reddy, KV Sharma, P Kumar, B Kumar, TA Boult","AM Rahane, SV Samson, SPD Smith, KK Nair, STR Binny, JP Faulkner, DJ Hooda, CH Morris, TG Southee, DS Kulkarni, PV Tambe",8,11,League,wickets,6.0,128.0,20.0,N
Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Chennai Super Kings,A Nehra,Wankhede Stadium,Mumbai,"LMP Simmons, PA Patel, CJ Anderson, RG Sharma, Harbhajan Singh, KA Pollard, AT Rayudu, J Suchith, R Vinay Kumar, SL Malinga, P Suyal","DR Smith, BB McCullum, SK Raina, F du Plessis, MS Dhoni, DJ Bravo, RA Jadeja, R Ashwin, MM Sharma, IC Pandey, A Nehra",8,12,League,wickets,6.0,184.0,20.0,N
Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,AD Russell,Maharashtra Cricket Association Stadium,Pune,"M Vijay, V Sehwag, WP Saha, GJ Maxwell, GJ Bailey, NLTC Perera, Gurkeerat Singh, AR Patel, MG Johnson, Anureet Singh, Sandeep Sharma","RV Uthappa, G Gambhir, MK Pandey, SA Yadav, YK Pathan, RN ten Doeschate, AD Russell, PP Chawla, SP Narine, M Morkel, UT Yadav",8,13,League,runs,4.0,168.0,20.0,N
Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,Rajasthan Royals,AM Rahane,"Sardar Patel Stadium, Motera",Ahmedabad,"AM Rahane, SR Watson, SPD Smith, KK Nair, SV Samson, STR Binny, DJ Hooda, JP Faulkner, CH Morris, PV Tambe, Ankit Sharma","DR Smith, BB McCullum, SK Raina, F du Plessis, DJ Bravo, MS Dhoni, RA Jadeja, R Ashwin, MM Sharma, IC Pandey, A Nehra",8,15,League,wickets,8.0,157.0,20.0,N
Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Mumbai Indians,Harbhajan Singh,M Chinnaswamy Stadium,Bangalore,"CH Gayle, MS Bisla, V Kohli, KD Karthik, AB de Villiers, RR Rossouw, D Wiese, Iqbal Abdulla, AN Ahmed, VR Aaron, YS Chahal","LMP Simmons, PA Patel, UBT Chand, RG Sharma, KA Pollard, AT Rayudu, Harbhajan Singh, HH Pandya, JJ Bumrah, MJ McClenaghan, SL Malinga",8,16,League,runs,18.0,210.0,20.0,N
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Sunrisers Hyderabad,DA Warner,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,"S Dhawan, DA Warner, RS Bopara, NV Ojha, MC Henriques, KL Rahul, KV Sharma, Bipul Sharma, P Kumar, B Kumar, DW Steyn","RV Uthappa, G Gambhir, MK Pandey, AD Russell, YK Pathan, SA Yadav, J Botha, PP Chawla, SP Narine, M Morkel, UT Yadav",8,19,League,runs,16.0,118.0,12.0,N
Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,Chennai Super Kings,SK Raina,M Chinnaswamy Stadium,Bangalore,"MS Bisla, RR Rossouw, V Kohli, KD Karthik, AB de Villiers, SN Khan, D Wiese, HV Patel, MA Starc, Iqbal Abdulla, YS Chahal","DR Smith, BB McCullum, SK Raina, MS Dhoni, RA Jadeja, F du Plessis, DJ Bravo, R Ashwin, MM Sharma, A Nehra, IC Pandey",8,20,League,runs,27.0,182.0,20.0,N
Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,MA Starc,"Sardar Patel Stadium, Motera",Ahmedabad,"AM Rahane, SR Watson, SPD Smith, KK Nair, DJ Hooda, SV Samson, STR Binny, JP Faulkner, CH Morris, DS Kulkarni, PV Tambe","CH Gayle, V Kohli, AB de Villiers, Mandeep Singh, KD Karthik, SN Khan, D Wiese, HV Patel, MA Starc, Iqbal Abdulla, YS Chahal",8,22,League,wickets,9.0,131.0,20.0,N
Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians,SL Malinga,Wankhede Stadium,Mumbai,"LMP Simmons, PA Patel, UBT Chand, RG Sharma, KA Pollard, AT Rayudu, Harbhajan Singh, J Suchith, R Vinay Kumar, MJ McClenaghan, SL Malinga","S Dhawan, DA Warner, KL Rahul, NV Ojha, RS Bopara, GH Vihari, KV Sharma, P Kumar, DW Steyn, B Kumar, TA Boult",8,23,League,runs,20.0,158.0,20.0,N
